Country ID,Country,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,Latest Year,"1000 tonnes of 
CO2 equivalent",%,kg,Basel Convention,CITES,Convention on Biological Diversity,Convention on Migratory Species,Kyoto Protocol,Montreal Protocol,Paris Agreement,Ramsar Convention,Rotterdam Convention,Stockholm Convention,UN Convention on the Law of the Sea,UN Convention to Combat Desertification,UN Framework Convention on Climate Change,World Heritage Convention,1990 Percent Change,1991 Percent Change,1992 Percent Change,1993 Percent Change,1994 Percent Change,1995 Percent Change,1996 Percent Change,1997 Percent Change,1998 Percent Change,1999 Percent Change,2000 Percent Change,2001 Percent Change,2002 Percent Change,2003 Percent Change,2004 Percent Change,2005 Percent Change,2006 Percent Change,2007 Percent Change,2008 Percent Change,2009 Percent Change,2010 Percent Change,2011 Percent Change,2012 Percent Change,2013 Percent Change,2014 Percent Change,2015 Percent Change,2016 Percent Change,2017 Percent Change
384,Côte d’Ivoire,,,,,1700.04,,,,,,185677.6,,,,,,,,,,,,,,,,,,,2000,"1,85,677.60",...,11.284,1994,1994,1995,2003,2007,1993.0,2016,1996,2004,2004,1984,1997.0,1994.0,1981,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191,Croatia,9.78,9.25,9.21,7.87,7.98,7.72,7.63,8.24,7.14,7.83,8.15,8.07,7.96,7.61,8.34,8.32,8.37,8.55,9.58,7.42,8.22,8.47,7.78,5.78,5.56,6.21,5.35,5.81,5.66,2018,5.66,-42.14,0.001,1994,2000,1997,2000,2007,1992.0,2017,1991,2007,2007,1995,2000.0,1996.0,1992,-5.4192229038854745,-0.43243243243242324,-14.549402823018465,1.397712833545112,-3.2581453634085293,-1.1658031088082883,7.994757536041944,-13.349514563106801,9.663865546218494,4.086845466155815,-0.9815950920245406,-1.3630731102850102,-4.396984924623111,9.592641261498022,-0.23980815347721313,0.6009615384615257,2.1505376344086202,12.046783625730987,-22.546972860125262,10.78167115902966,3.041362530413625,-8.146399055489969,-25.70694087403599,-3.8062283737024334,11.690647482014397,-13.848631239935594,8.598130841121495,-2.5817555938037775
192,Cuba,6423.2,,4349.3,,3202.3,,3555.7,,3608.4,,3428.97,,3038.62,,,,,,,,,,,,,,,,,2002,"3,038.62",-52.69,0.271,1994,1990,1994,2008,2002,1992.0,2016,2001,2008,2007,1984,1997.0,1994.0,1981,,,,,,,,,,,,,,,,,,,,,,,,,,,,
196,Cyprus,0.98,0.99,1.09,1.15,1.13,1.27,1.19,1.17,1.25,1.22,1.17,1.28,1.29,1.28,1.15,1.06,1.11,1.09,1.05,1.02,1.08,1.04,1.02,0.94,0.92,0.95,0.97,0.99,1.0,2018,1.00,1.54,0.001,1992,1974,1996,2001,1999,1992.0,2017,2001,2004,2005,1988,2000.0,1997.0,1975,1.020408163265307,10.101010101010111,5.5045871559632875,-1.7391304347826104,12.389380530973463,-6.2992125984252025,-1.6806722689075646,6.8376068376068435,-2.400000000000002,-4.098360655737709,9.40170940170941,0.7812500000000007,-0.7751937984496131,-10.156250000000009,-7.826086956521728,4.7169811320754755,-1.8018018018018032,-3.6697247706422047,-2.8571428571428594,5.8823529411764754,-3.703703703703707,-1.9230769230769247,-7.843137254901968,-2.1276595744680753,3.2608695652173822,2.105263157894739,2.061855670103095,1.010101010101011
203,Czechia,31.5,27.01,24.18,21.68,21.29,22.28,21.48,21.38,20.99,20.33,21.75,22.58,21.25,19.67,21.97,21.34,20.93,21.12,21.37,18.54,18.12,20.27,19.78,19.03,19.37,20.71,21.82,21.54,20.38,2018,20.38,-35.31,0.002,1993,1993,1994,1994,2001,1993.0,2017,1993,2000,2002,1996,2000.0,1993.0,1993,-14.25396825396825,-10.477600888559799,-10.33912324234905,-1.798892988929892,4.6500704556129735,-3.590664272890488,-0.4655493482309191,-1.8241347053320887,-3.1443544545021447,6.984751598622734,3.8160919540229807,-5.890168290522579,-7.435294117647051,11.69293340111844,-2.8675466545288986,-1.9212746016869735,0.9077878643096094,1.183712121212121,-13.242863827795984,-2.2653721682847796,11.8653421633554,-2.4173655648741907,-3.7917087967644085,1.7866526537046759,6.917914300464635,5.359729599227423,-1.2832263978001883,-5.385329619312907
408,Democratic People's Republic of Korea,4030.0,,,,4650.0,,,,,,930.0,,930.0,,,,,,,,,,,,,,,,,2002,930.00,-76.92,0.04,2008,...,1995,...,2005,1995.0,2016,1998,2004,2002,...,2003.0,1994.0,1998,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,Democratic Republic of the Congo,,,,,2557.19,,,,,8990.0,6606.1,6317.8,6271.3,6060.5,,,,,,,,,,,,,,,,2003,"6,060.50",...,0.118,1994,1976,1995,1990,2005,1994.0,2017,1996,2005,2005,1989,1997.0,1995.0,1974,,,,,,,,,,-26.51724137931034,-4.364148287189116,-0.7360157016683022,-3.3613445378151288,,,,,,,,,,,,,,,
208,Denmark,27.42,26.89,26.05,25.26,24.98,24.75,23.58,23.69,23.85,24.08,23.88,23.22,23.0,22.59,21.14,19.0,18.55,19.15,19.13,18.46,18.13,18.11,17.81,17.79,18.12,18.15,18.66,18.86,18.19,2018,18.19,-33.65,0.003,1994,1977,1994,1983,2002,1988.0,2016,1978,2004,2003,2004,1995.0,1993.0,1979,-1.9328956965718493,-3.123837857939754,-3.0326295585412635,-1.1084718923198777,-0.9207365892714188,-4.727272727272734,0.46649703138254023,0.6753904601097516,0.9643605870020833,-0.8305647840531533,-2.7638190954773876,-0.9474590869939659,-1.7826086956521745,-6.4187693669765356,-10.12298959318827,-2.368421052631575,3.2345013477088833,-0.10443864229764792,-3.5023523261892224,-1.7876489707475722,-0.11031439602867939,-1.6565433462175632,-0.11229646266142379,1.8549747048903984,0.16556291390727143,2.8099173553719097,1.071811361200425,-3.5524920466595873
262,Djibouti,,,,,0.57,,,,,,449.5,,,,,,,,,,,,,,,,,,,2000,449.50,...,0.626,2002,1992,1994,2004,2002,1999.0,2016,2003,2004,2004,1991,1997.0,1995.0,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212,Dominica,,,,,13.07,,,,,,36.45,33.48,31.31,33.17,23.56,30.07,2.36,2.39,2.42,2.39,2.39,2.39,2.39,2.39,2.36,2.36,2.36,2.29,,2017,2.29,...,0.032,1998,1995,1994,...,2005,1993.0,2016,...,2005,2003,1991,1997.0,1993.0,1995,,,,,,,,,,,-8.148148148148165,-6.481481481481477,5.94059405940595,-28.971962616822438,27.63157894736843,-92.15164615896242,1.2711864406779767,1.2552301255230043,-1.2396694214875952,0.0,0.0,0.0,0.0,-1.255230125523023,0.0,0.0,-2.9661016949152477,
